"cell","week","label","permissiveness","z_mmp","z_tol","z_nk","z_ea","x","y"
"W8-2_W8-2_tile_0_cell_857",8,"EVT2",-1.0110381154486,-0.391202687056167,0.266250379999458,0.0286690772326717,-0.85741673115922,127.0721,2280.76672
"W8-2_W8-2_tile_0_cell_859",8,"EVT3",3.50415784706978,2.38174683943019,2.25981667602702,-0.275420483575797,-1.41282615196322,86.6078,2279.13395
"W8-2_W8-2_tile_0_cell_860",8,"EVT3",5.06218112009689,2.52853241217118,2.59245678657052,-0.255088533649478,-0.313896612294296,214.95772,2283.32236
"W8-2_W8-2_tile_0_cell_862",8,"EVT3",4.74443085059289,1.73992076867963,3.1484062404106,-0.323309107833793,-0.467205266331134,156.53295,2278.49504
"W8-2_W8-2_tile_0_cell_864",8,"vCTB2",-1.40611347649838,-0.466162568344048,-0.254842811654434,-0.0946573933118392,-0.779765489811736,24.8465,2274.94554
"W8-2_W8-2_tile_0_cell_865",8,"EVT3",3.7363402130503,2.36927056164954,2.03133817687362,-0.271067231643598,-0.935335757116459,81.6385,2268.27248
"W8-2_W8-2_tile_0_cell_866",8,"EVT3",3.81161903566945,2.61813277950467,1.91734496957959,-0.275104475041611,-0.998963188456417,243.70867,2272.10594
"W8-2_W8-2_tile_0_cell_867",8,"EVT2",3.61160860315177,2.55938592155913,2.02524430302955,-0.286647949265617,-1.25966957070253,96.47541,2272.53188
"W8-2_W8-2_tile_0_cell_869",8,"Endothelial_cells",-0.766596168340699,-1.04717374995768,-0.545205215513491,-0.464677016623642,0.361105780506826,5.96316,2269.69228
"W8-2_W8-2_tile_0_cell_87",8,"EVT3",3.98165050377335,2.63448597172993,2.32623221503726,-0.247196002651516,-1.22626368564536,103.07748,2346.9294
"W8-2_W8-2_tile_0_cell_870",8,"EVT3",4.19378678986076,2.64925705729914,2.06935751685858,-0.253453924906841,-0.778281709203797,214.24782,2264.72298
"W8-2_W8-2_tile_0_cell_871",8,"EVT3",3.36946954866152,2.15098715297794,2.28380837783927,-0.240018150701459,-1.30534413285715,253.57628,2269.12436
"W8-2_W8-2_tile_0_cell_872",8,"EVT2",-0.0766226769254367,0.0054418450237663,0.606027539910664,-0.107097609527222,-0.795189671387089,186.41974,2270.68614
"W8-2_W8-2_tile_0_cell_873",8,"EVT3",3.9419398989946,2.82519811377423,2.21837203016737,-0.275812689716857,-1.37744293466385,229.86562,2264.86496
"W8-2_W8-2_tile_0_cell_874",8,"EVT3",5.45424461363941,2.27223651831637,3.47339629278332,-0.309090521988589,-0.60047871944887,11.07444,2259.32774
"W8-2_W8-2_tile_0_cell_875",8,"EVT3",4.72212739752441,1.94237088835824,3.13930814645585,-0.242188344167056,-0.601739981456737,160.4374,2261.7414
"W8-2_W8-2_tile_0_cell_877",8,"vCTB2",-0.797941000387463,-0.690998998666266,-0.155226836620847,-0.153894888862865,-0.105610053963215,44.58172,2256.20418
"W8-2_W8-2_tile_0_cell_879",8,"EVT3",3.63660860613179,2.28690686194426,2.13189828737907,-0.265753593633281,-1.04795013682481,236.53868,2255.77824
"W8-2_W8-2_tile_0_cell_880",8,"vCTB2",-0.968190307465097,-0.608128599268138,-0.43241483843282,-0.172517139431204,-0.100164009195343,80.07672,2252.29973
"W8-2_W8-2_tile_0_cell_883",8,"vCTB2",-1.86399749032207,-0.521027130719399,-0.402670573405964,-0.0250938544875964,-0.9653936406843,6.53108,2245.27172
"W8-2_W8-2_tile_0_cell_884",8,"maternal macrophages",2.73748501322492,0.434179311272656,-0.383890134286763,0.700994147903268,3.38818998414229,24.98848,2241.01232
"W8-2_W8-2_tile_0_cell_885",8,"EVT2",-1.29016290623933,-0.678165113030941,-0.208189969039096,-0.186803810020272,-0.590611634189564,41.31618,2238.59866
"W8-2_W8-2_tile_0_cell_886",8,"vCTB2",-1.12304246252287,-0.569996048534106,0.0944674380859042,-0.131934343334386,-0.779448195409054,3.26554,2235.33312
"W8-2_W8-2_tile_0_cell_887",8,"EVT2",-1.24534307021266,-0.591450736588937,-0.0498622017678399,-0.116347756366586,-0.720377888222466,72.55178,2229.93788
"W8-2_W8-2_tile_0_cell_888",8,"EVT2",-1.39002141732999,-0.460920655866242,-0.254822923662099,-0.11111549695952,-0.785393334761169,27.6861,2226.2464
"W8-2_W8-2_tile_0_cell_889",8,"EVT2",-1.18022277115967,-0.559116116690732,-0.112359088431228,-0.0332514237054691,-0.541998989743184,22.14888,2231.64164
"W8-2_W8-2_tile_0_cell_890",8,"Fibroblast1",-0.487951141500242,-0.790593415155484,-0.544692221816482,-0.424092600927223,0.4232418945445,13.41711,2228.23412
"W8-2_W8-2_tile_0_cell_891",8,"STB",4.13511816406243,1.94192934346025,2.3471945507807,-0.307177572387068,-0.461183302565593,191.673,2228.51808
"W8-2_W8-2_tile_0_cell_892",8,"EVT3",3.64318169315471,2.75734912972206,1.9673957544517,-0.292935296820636,-1.37449848783968,190.2532,2216.73374
"W8-2_W8-2_tile_0_cell_893",8,"Fibroblast1",-0.811875673936931,-0.871733547937976,-0.513624498461938,-0.435755259152731,0.137727113310252,7.16999,2218.86344
"W8-2_W8-2_tile_0_cell_897",8,"EVT2",-1.47738365599001,-0.736180905120986,-0.354446108943957,1.16803034253667,0.781273700611601,37.6247,2214.03612
"W8-2_W8-2_tile_0_cell_900",8,"vCTB2",-1.41117841263567,-0.676916547082436,-0.288653616421242,-0.315422238034224,-0.761030487166219,21.86492,2207.22108
"W8-2_W8-2_tile_0_cell_901",8,"EVT3",3.59368895565112,2.54519642335895,2.10114247616454,-0.28632238227004,-1.33897232614241,130.47962,2207.36306
"W8-2_W8-2_tile_0_cell_902",8,"vCTB2",-1.0755245640676,-0.540748698006297,-0.391533890320426,-0.114245458242657,-0.257487433983533,15.90176,2201.61287
"W8-2_W8-2_tile_0_cell_903",8,"vCTB2",-0.544992087150109,-0.791051948268416,-0.484707484257495,-0.424430404485367,0.306336940890435,15.33384,2193.73298
"W8-2_W8-2_tile_0_cell_904",8,"vCTB2",-1.46682468650082,-0.674112823558235,-0.424210750490397,-0.2817763260112,-0.650277438463389,29.95778,2196.57258
"W8-2_W8-2_tile_0_cell_905",8,"vCTB2",-1.38923575556268,-0.616536904428596,-0.31732981956559,-0.165552826846165,-0.620921858414657,4.40138,2192.02922
"W8-2_W8-2_tile_0_cell_907",8,"STB",-1.42753647000907,-0.740389482053779,-0.272037658024828,1.2654314091953,0.850322079264839,44.58172,2190.0415
"W8-2_W8-2_tile_0_cell_908",8,"Fibroblast1",0.533500945796041,0.561127680300468,-0.481832579941854,-0.082663784824006,0.371542060613421,37.6247,2185.7821
"W8-2_W8-2_tile_0_cell_909",8,"vCTB2",-1.21444777945699,-0.64417007317671,-0.310717828444266,-0.262515308938043,-0.522075186774062,56.22408,2188.90566
"W8-2_W8-2_tile_0_cell_911",8,"EVT2",-1.55558576939384,-0.494821953927446,-0.172296419189304,0.0106861699109667,-0.877781226366129,22.29086,2185.7821
"W8-2_W8-2_tile_0_cell_912",8,"vCTB2",-1.58748678091847,-0.696517089978071,-0.47639038187898,-0.269816118230712,-0.684395427292132,56.93398,2183.36844
"W8-2_W8-2_tile_0_cell_913",8,"EVT3",-1.6496504532583,4.53451923103222,0.0567087907672129,6.67769091457607,0.436812439518331,133.31922,2187.9118
"W8-2_W8-2_tile_0_cell_914",8,"EVT3",3.91898906358005,2.512159276986,2.29370903040486,-0.240302541792794,-1.12718178560361,144.8196,2184.64626
"W8-2_W8-2_tile_0_cell_915",8,"EVT2",-1.02917171445608,-0.659164583620689,-0.510834136225587,-0.255605165880317,-0.114778160490118,59.06368,2177.12132
"W8-2_W8-2_tile_0_cell_916",8,"EVT3",4.5232441721208,2.29554031398806,2.45776653439268,-0.249489939519753,-0.479552615779689,223.90246,2180.95478
"W8-2_W8-2_tile_0_cell_917",8,"EVT3",3.8328784522804,2.80810623992251,2.11625832582369,-0.282068503699374,-1.37355461716517,122.1028,2176.26944
"W8-2_W8-2_tile_0_cell_919",8,"Fibroblast1",-0.834324159267736,-0.287393650574143,-0.652587066772743,-0.627369262158706,-0.521712704079555,11.78434,2175.98548
"W8-2_W8-2_tile_0_cell_921",8,"EVT3",4.77753699743466,3.16060326772594,2.61054619187613,-0.258737336058288,-1.25234979822569,223.76048,2169.4544
"W8-2_W8-2_tile_0_cell_922",8,"EVT3",5.12731352354262,2.85212276301746,3.23173543845575,-0.253560719319702,-1.21010539725029,140.70218,2170.02232
"W8-2_W8-2_tile_0_cell_923",8,"EVT3",4.13169067890095,2.76007100066519,1.77760862084991,-0.233871681845975,-0.639860624460125,133.67417,2166.47282
"W8-2_W8-2_tile_0_cell_924",8,"EVT3",4.36715167585221,2.52730347166138,2.36844393994979,-0.239672462607488,-0.768268198366454,207.43278,2167.75064
"W8-2_W8-2_tile_0_cell_925",8,"EVT3",3.47296983868201,0.0916103456762843,-0.233148511443231,0.234804145338456,3.84931214978741,62.32922,2164.4851
"W8-2_W8-2_tile_0_cell_926",8,"EVT3",4.22935824349475,2.44589610058094,2.74369671889812,-0.256568029325232,-1.21680260530955,255.70598,2165.47896
"W8-2_W8-2_tile_0_cell_928",8,"EVT3",3.49452929214733,2.4040240042608,2.10305676284073,-0.280122657146602,-1.2926741321008,197.92012,2161.78748
"W8-2_W8-2_tile_0_cell_929",8,"EVT2",-1.26229220186935,-0.661514042946811,-0.304759287219482,-0.283542592223466,-0.579561463926519,81.78048,2160.58065
"W8-2_W8-2_tile_0_cell_930",8,"EVT3",3.91134212830575,2.05934665468017,2.17962344574216,-0.287365665080411,-0.614993637196989,110.7444,2159.44481
"W8-2_W8-2_tile_0_cell_933",8,"EVT3",5.15046303701221,3.00370527410199,3.11425321930823,-0.273549030825081,-1.24104448722309,186.27776,2151.42294
"W8-2_W8-2_tile_0_cell_934",8,"EVT3",4.52625054770998,3.12279124620297,2.4238642190979,-0.230574402165126,-1.25097931975601,243.77966,2155.9663
"W8-2_W8-2_tile_0_cell_936",8,"EVT2",3.59525640869327,2.44850210690197,2.0573413075406,-0.300586550463269,-1.21117355621258,222.34068,2154.04957
"W8-2_W8-2_tile_0_cell_937",8,"EVT3",4.21720525477275,3.4493531154271,1.89030204567387,-0.295862349383047,-1.41831225571126,255.42202,2152.27482
"W8-2_W8-2_tile_0_cell_942",8,"EVT2",-0.847673111296444,-0.418189633254943,0.0998804330843569,-0.0662893867920205,-0.595653297917878,68.00842,2151.56492
"W8-2_W8-2_tile_0_cell_944",8,"EVT2",-0.357961752262734,-0.338641071223194,0.470906907053858,-0.136265588094447,-0.626493176187845,130.05368,2149.15126
"W8-2_W8-2_tile_0_cell_946",8,"EVT3",3.64209898941031,2.46858397655934,2.09059445352988,-0.260069341928081,-1.17714878260699,136.44278,2145.17582
"W8-2_W8-2_tile_0_cell_947",8,"EVT2",-1.54998134036081,-0.605148069668853,-0.110550556469905,2.07879211202184,1.24450939779979,119.9731,2147.16354
"W8-2_W8-2_tile_0_cell_949",8,"EVT3",3.92034945523643,2.51785788030392,2.33157245570363,-0.237619780620395,-1.16670066139151,251.58856,2143.61404
"W8-2_W8-2_tile_0_cell_950",8,"EVT3",4.31506097406052,2.61853555221607,2.60525846932171,-0.227561410925464,-1.13629445840273,102.65154,2145.10483
"W8-2_W8-2_tile_0_cell_951",8,"EVT3",-1.64704935231118,3.92460629946076,0.00742175752080806,6.12394732508228,0.544869915789528,148.51108,2148.1574
"W8-2_W8-2_tile_0_cell_952",8,"vCTB2",-1.02139328782329,-0.597445126844262,-0.381923939663498,-0.158573874309627,-0.200598095625158,59.06368,2143.1881
"W8-2_W8-2_tile_0_cell_953",8,"EVT3",4.51572558384602,3.27506828042224,2.18451946649785,-0.29625869409658,-1.24012085717066,88.7375,2141.7683
"W8-2_W8-2_tile_0_cell_955",8,"EVT3",4.52489648696604,2.51563782719371,2.30601443072674,-0.240759603966144,-0.537515374920561,170.23402,2137.65088
"W8-2_W8-2_tile_0_cell_956",8,"vCTB2",-1.18860892847207,-0.640585429235538,-0.398813813370016,-0.399454294114876,-0.548663979981388,69.42822,2138.9287
"W8-2_W8-2_tile_0_cell_958",8,"EVT2",-1.31279496793838,-0.443732422882678,-0.17426205447474,-0.0642618647901978,-0.759062355371159,57.78586,2131.97168
"W8-2_W8-2_tile_0_cell_959",8,"EVT3",3.76695615334799,1.67015038657664,2.26813334824384,-0.30833168114107,-0.479659262613565,209.13654,2133.81742
"W8-2_W8-2_tile_0_cell_961",8,"EVT3",3.64877932318594,2.46090272475,2.17957645993489,-0.2480851327651,-1.23978499426405,136.15882,2132.39762
"W8-2_W8-2_tile_0_cell_963",8,"EVT2",-1.10713731070751,-0.41327720872102,-0.0244112044769345,0.0166218986864671,-0.652826998823085,76.38524,2129.27406
"W8-2_W8-2_tile_0_cell_965",8,"EVT3",4.71811960699386,2.81670119591328,2.84887121618267,-0.292862503857329,-1.24031530895942,126.93012,2125.15664
"W8-2_W8-2_tile_0_cell_966",8,"EVT2",-1.31923607984753,-0.620990630602835,-0.311132004464385,-0.15455824569752,-0.541671690477832,87.03374,2124.58872
"W8-2_W8-2_tile_0_cell_967",8,"EVT3",3.94623626134296,2.8307945215914,2.2178297930119,-0.275863313051171,-1.37825136631151,199.33992,2124.0208
"W8-2_W8-2_tile_0_cell_969",8,"EVT3",3.52395159147897,2.54439218635886,1.86260901244029,-0.285968599073777,-1.16901820639397,250.73668,2121.8911
"W8-2_W8-2_tile_0_cell_970",8,"EVT2",-1.83782175244521,-0.706808246297438,-0.142055090717103,1.75181357648976,0.762855161059087,99.24402,2122.38803
"W8-2_W8-2_tile_0_cell_973",8,"EVT2",-1.46408962582663,-0.468297323937681,-0.194069620884379,-0.0383152905940152,-0.840037971598582,108.18876,2107.26716
"W8-2_W8-2_tile_0_cell_974",8,"EVT3",3.68334013882039,2.51598604541446,2.19566095380456,-0.238184830695081,-1.26649169109371,171.51184,2109.39686
"W8-2_W8-2_tile_0_cell_975",8,"EVT2",0.186650054928172,0.44458717409076,-0.362495620693984,-0.372444253203272,-0.267885751671877,76.95316,2102.51083
"W8-2_W8-2_tile_0_cell_976",8,"EVT3",3.59127536092198,2.55869252604984,2.07959141010296,-0.284045723757532,-1.33105429898836,194.79656,2105.5634
"W8-2_W8-2_tile_0_cell_977",8,"EVT3",3.95977733212263,2.61883603180251,2.30181533895644,-0.24869044967871,-1.20956448831504,222.76662,2105.70538
"W8-2_W8-2_tile_0_cell_978",8,"EVT2",-0.456213121961961,-0.266637442734636,0.519109144010651,-0.129439141470563,-0.838123964708539,234.40898,2099.81321
